title,category,gpt_4o_prediction,claude_3.5_sonnet_prediction,gpt_4o_mini_prediction,claude_3.5_haiku_prediction
digital watch for student led white light display plastic mirror electronic movement silicone strap sports watchblack,boys watches,boys watches,boys watches,boys watches,boys watches
sonic the hedgehog kids quartz movement lcd display watch dial flashing led lights blue buckle strap band for children,boys watches,boys watches,boys watches,boys watches,boys watches
spiderman kids plastic time teacher analog quartz 3d strap watch,boys watches,boys watches,boys watches,boys watches,boys watches
spiderman kids bezel stainless steel time teacher analog quartz nylon strap watch,boys watches,boys watches,boys watches,boys watches,boys watches
disney mickey mouse kids bezel stainless steel time teacher analog nylon strap watch,boys watches,boys watches,boys watches,boys watches,boys watches
mickey mouse kids wds000273 launchpad analog display analog quartz red watch,boys watches,boys watches,boys watches,boys watches,boys watches
star wars the mandalorian popup watch,boys watches,boys watches,boys watches,boys watches,boys watches
3 multiple alarms reminder sports kids wristwatch waterproof boys girls digital watches,boys watches,boys watches,boys watches,boys watches,boys watches
star wars lcd watch bracelet set the mandalorian,boys watches,boys watches,boys watches,boys watches,boys watches
digital watch sport watch led screen quadrate shape backlight design digital kids watch for leisure activities waterproof wristwatches casual watch student watchesred,boys watches,boys watches,boys watches,boys watches,boys watches
onward kids plastic time teacher analog quartz nylon strap watch,boys watches,boys watches,boys watches,boys watches,boys watches
mobile home skirting vinyl underpinning vented panel white 16 w x 35 l pack of 10,building supplies,building supplies,building supplies,building supplies,building supplies
filterbuy 20x30x1 air filter merv 11 allergen defense 2pack pleated hvac ac furnace air filters replacement actual size 1950 x 2950 x 075 inches,building supplies,building supplies,building supplies,building supplies,building supplies
black stove pipe 5x24 black stove pipe,building supplies,building supplies,building supplies,building supplies,building supplies
white melamine edge banding 34 inch25 ft preglued edge banding tape melamine veneer edging with hot melt adhesive,building supplies,building supplies,building supplies,building supplies,building supplies
precisionaire furnace air filter 20 x 30 x 1 fiberglass,building supplies,building supplies,building supplies,building supplies,building supplies
wen jn400d 400piece fluted dowel pin variety bucket with 14 516 and 38inch woodworking dowels,building supplies,craft supplies materials,building supplies,building supplies,craft supplies materials
axp1axs1 premium remote controls transmitter 5buttons for automatic gate openers2pack,building supplies,commercial door products,car electronics accessories,car electronics accessories,car electronics accessories
877max universal wireless keypad keyless entry for liftmasterchamberlainsears craftsman garage door opener1pack,building supplies,commercial door products,commercial door products,commercial door products,commercial door products
250 lumens cob led clamp work light magnetic light rotatable grill light can be used with or without clamp perfect for bbq jobsite workshop car repairing and home using black,building supplies,car care,building supplies,building supplies,building supplies
4800lm cordless led work light for dewalt 20v battery 140 rotate underhood work light portable flood light 5000k usb type c charge bms low voltage protect battery power work light mechanic tool,building supplies,car electronics accessories,cutting tools,car care,cutting tools
12 pcs floor register cover floor register trap cover screen vent screen for home floor register vent mesh elastic band filter floor register trap keeps pet hair food out black4 x 10 inch,building supplies,building supplies,building supplies,dog supplies,building supplies
6pack 4x4 3 58 fence post caps made from black durable plastic protect wooden fence poles outdoor in low profile,building supplies,building supplies,building supplies,building supplies,building supplies
filterbuy 16x16x1 air filter merv 8 dust defense 4pack pleated hvac ac furnace air filters replacement actual size 1575 x 1575 x 075 inches,building supplies,building supplies,building supplies,building supplies,building supplies
portable blower or portable exhaust fan 12 inch strong shop ventilation fan 4100 cfm 3050 rpm 380 w construction fan with hose industrial air blower high volume exhaust fan 7 ft plug,building supplies,building supplies,building supplies,building supplies,building supplies
vinyl siding repair kit cover any cracks holes or blemishes on vinyl siding 6 patches,building supplies,building supplies,building supplies,building supplies,building supplies
led work light for dewalt 20v battery 30w 2200lm cordless led flood lights for dewalt light 20v max led work light with usb type c charging port,building supplies,building supplies,building supplies,building supplies,building supplies
swanson tool co fw15100 25inch by 35inch marking flags with 15inch wire staffs white 100pack,building supplies,building supplies,building supplies,building supplies,building supplies
duzzy flexible baseboard molding trim 5 inchw x 20 feetl peel and stick rubber wall trim molding selfadhesive vinyl wall base cove base,building supplies,building supplies,building supplies,building supplies,building supplies
plastic interlocking deck tiles 9 pack 12x12 waterproof outdoor flooring all weather use patio floor decking tiles for porch poolside balcony backyard dark grey,building supplies,building supplies,building supplies,building supplies,building supplies
bisupply ac thermostat lock box with key xs 1pk plastic locking wall thermostat cover lockable heat and air condition control panel cover,building supplies,building supplies,building supplies,building supplies,building supplies
lego year of the tiger,building toys,building toys,building toys,building toys,building toys
lego movie 70810 metal beards sea cow discontinued by manufacturer,building toys,building toys,building toys,building toys,building toys
bookstore shop city street view building blocks toy set 3d diy bricks for unique home decor and birthday fun compatible with lego blocks for ages 812 and adults 17,building toys,building toys,building toys,building toys,building toys
flower mini sunflower bonsai tree building block set 2pcs cute pot plant toys kit valentines mothers day love romantic gifts creative home decor for her girlfriends women adults kids 8 812,building toys,building toys,building toys,building toys,building toys
lego friends holiday camping trip 41726 toy caravan with car toy camper van pretend play toy camping set for kids girls and boys 4 year old forest adventure set with two minifigures,building toys,building toys,building toys,building toys,building toys
building block light kit with 10 led light strips infrared remote control and 20 blocks compatible with most lego models easy diy installation for city and street scenes 16 colors,building toys,building toys,building toys,building toys,building toys
stem building toys model airplane kits for boys 812airplane model scale 132 metal building kiterector set model planes for kids 812best airplane gifts for hurricane fighter fans,building toys,building toys,building toys,building toys,building toys
lego friends 2022 advent calendar 41706 building toy set 24 gifts and holiday toys including santas sleigh for kids boys and girls ages 6 312 pieces,building toys,building toys,building toys,building toys,building toys
foam pit cubes blocks 24pcs sponge form cubes for foam ball pits gymnastics freerunning and parkour courses skateboard parks bmx trampoline arenasgreen5 x 5 x 5,building toys,building supplies,building toys,building toys,building toys
lego city arctic explorer truck and mobile lab 60378 building toy set for ages 6 includes a tracked vehicle laboratory on skis meteorite snow landscape 4 minifigures and 3 polar bear figures,building toys,building toys,building toys,building toys,building toys
lego creator 3in1 shuttle transporter 31091 building kit 341 pieces,building toys,building toys,building toys,building toys,building toys
lego dc wonder woman vs cheetah 76157 with wonder woman diana prince the cheetah barbara minerva and max action figure toy for kids aged 8 and up 371 pieces,building toys,building toys,building toys,building toys,building toys
12 soldier building block military building toy for age 612 army building kits battle brickpoliceman 12 mini figures model with weapons toy and equipmentbuilding block toys gifts for boys,building toys,building toys,building toys,building toys,building toys
mould king 20020 leopard 2 tank building block kits moc building blocks set to build gift for kids age 8adult collections enthusiasts1091 pieces,building toys,building toys,building toys,building toys,building toys
lightailing light set for technic lamborghini sian fkp 37 building blocks model led light kit compatible with lego 42115not included the model,building toys,building toys,building toys,building toys,building toys
rainbow toyfrog snapntwist building blocks 270 piece set of flexible interlocking math manipulatives open ended stem toys for 5 to 12 year old boys girls indoor recess games for classroom,building toys,building toys,building toys,building toys,building toys
cars building sets 60112 model car kits to build for adults teens modern vehicle convertible car model display collection gifts for men women boys girls882 pieces,building toys,building toys,building toys,building toys,building toys
lego ghostbusters stay puft fun pack dimensions,building toys,building toys,building toys,building toys,building toys
aircraft carrier building blocks set military warship battleship building blocks sets with storage box army car airplane helicopter boat birthday gift for kids boys age 612 years 1320 pcs,building toys,building toys,building toys,building toys,building toys
